id,name,description,category,subcategory,category_confidence,category_evidence,art_class,art_class_confidence,art_class_evidence,flags,wire_extra_bytes,visual_group,visual_group_reason,visual_group_confidence,map_occurrence_sectors,map_regions,priority,priority_evidence,source,sprite_geometry
2573,a red carpet,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:a red carpet|terrain,shared name and category,INFERRED,110,Ab'Dendriel;Ankrahmun;Banuta;Carlin;Chor;Cormaya;Darashia;Edron;Efreet;Elvenbane;FibulaDungeon;Fieldofglory;Folda;Ghostlands;Greenshore;HellsGate;Hills;Home;Kazordoon;KingsIsle;Marid;Minocity;Northport;Oasis;PortHope;Rookgaard;Senja;Stonehome;Thais;Trollcaves;Vega;Venore,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
2574,a red carpet,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:a red carpet|terrain,shared name and category,INFERRED,121,Ab'Dendriel;Ankrahmun;Banuta;Carlin;Chor;Cormaya;Darashia;Desert;Edron;Efreet;Elvenbane;FibulaDungeon;Fieldofglory;Folda;Ghostlands;Greenshore;HellsGate;Hills;Home;Kazordoon;KingsIsle;Marid;Minocity;Northport;Oasis;PortHope;Rookgaard;Senja;Stonehome;Thais;Trollcaves;Venore,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
2575,a red carpet,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:a red carpet|terrain,shared name and category,INFERRED,110,Ab'Dendriel;Ankrahmun;Banuta;Carlin;Chor;Cormaya;Darashia;Desert;Edron;Efreet;Elvenbane;FibulaDungeon;Fieldofglory;Folda;Ghostlands;Greenshore;HellsGate;Hills;Home;Kazordoon;KingsIsle;Marid;Minocity;Northport;Oasis;PortHope;Rookgaard;Senja;Stonehome;Thais;Trollcaves;Venore,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
2576,a red carpet,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:a red carpet|terrain,shared name and category,INFERRED,97,Ab'Dendriel;Ankrahmun;Banuta;Carlin;Chor;Cormaya;Darashia;Edron;Efreet;Elvenbane;FibulaDungeon;Fieldofglory;Folda;Ghostlands;Greenshore;HellsGate;Hills;Home;Kazordoon;KingsIsle;Marid;Minocity;Northport;Oasis;PortHope;Rookgaard;Senja;Stonehome;Thais;Trollcaves;Venore,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
2577,a red carpet,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:a red carpet|terrain,shared name and category,INFERRED,109,Ab'Dendriel;Ankrahmun;Banuta;Carlin;Chor;Cormaya;Darashia;Desert;Edron;Efreet;Elvenbane;FibulaDungeon;Fieldofglory;Folda;Ghostlands;Greenshore;HellsGate;Hills;Home;Kazordoon;KingsIsle;Marid;Minocity;Northport;Oasis;PortHope;Rookgaard;Senja;Stonehome;Thais;Trollcaves;Venore,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
2578,a red carpet,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:a red carpet|terrain,shared name and category,INFERRED,122,Ab'Dendriel;Ankrahmun;Banuta;Carlin;Chor;Cormaya;Darashia;Desert;Edron;Efreet;Elvenbane;FibulaDungeon;Fieldofglory;Folda;Ghostlands;Greenshore;HellsGate;Hills;Home;Kazordoon;KingsIsle;Marid;Minocity;Northport;Oasis;PortHope;Rookgaard;Senja;Sternum;Stonehome;Thais;Trollcaves;Vega;Venore,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
2579,a red carpet,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:a red carpet|terrain,shared name and category,INFERRED,107,Ab'Dendriel;Ankrahmun;Banuta;Carlin;Chor;Cormaya;Darashia;Edron;Efreet;Elvenbane;FibulaDungeon;Fieldofglory;Folda;Ghostlands;Greenshore;HellsGate;Hills;Home;Kazordoon;KingsIsle;Marid;Minocity;Northport;Oasis;PortHope;Rookgaard;Senja;Stonehome;Thais;Trollcaves;Vega;Venore,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
2580,a red carpet,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:a red carpet|terrain,shared name and category,INFERRED,121,Ab'Dendriel;Ankrahmun;Banuta;Carlin;Chor;Cormaya;Darashia;Desert;Edron;Efreet;Elvenbane;FibulaDungeon;Fieldofglory;Folda;Ghostlands;Greenshore;HellsGate;Hills;Home;Kazordoon;KingsIsle;Marid;Minocity;Northport;Oasis;PortHope;Rookgaard;Senja;Sternum;Stonehome;Thais;Trollcaves;Venore,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
2581,an oriental carpet,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:an oriental carpet|terrain,shared name and category,INFERRED,30,Ankrahmun;Efreet;Marid;Oasis;PortHope,P2,"map regions: Ankrahmun,Efreet,Marid,Oasis,PortHope",./dat/objects.srv,UNRESOLVED
2582,an oriental carpet,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:an oriental carpet|terrain,shared name and category,INFERRED,28,Ankrahmun;Efreet;Marid;Oasis;PortHope,P2,"map regions: Ankrahmun,Efreet,Marid,Oasis,PortHope",./dat/objects.srv,UNRESOLVED
2583,an oriental carpet,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:an oriental carpet|terrain,shared name and category,INFERRED,30,Ankrahmun;Efreet;Marid;Oasis;PortHope,P2,"map regions: Ankrahmun,Efreet,Marid,Oasis,PortHope",./dat/objects.srv,UNRESOLVED
2584,an oriental carpet,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:an oriental carpet|terrain,shared name and category,INFERRED,31,Ankrahmun;Efreet;Marid;Oasis;PortHope,P2,"map regions: Ankrahmun,Efreet,Marid,Oasis,PortHope",./dat/objects.srv,UNRESOLVED
2585,an oriental carpet,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:an oriental carpet|terrain,shared name and category,INFERRED,29,Ankrahmun;Efreet;Marid;Oasis;PortHope,P2,"map regions: Ankrahmun,Efreet,Marid,Oasis,PortHope",./dat/objects.srv,UNRESOLVED
2586,an oriental carpet,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:an oriental carpet|terrain,shared name and category,INFERRED,31,Ankrahmun;Efreet;Marid;Oasis;PortHope,P2,"map regions: Ankrahmun,Efreet,Marid,Oasis,PortHope",./dat/objects.srv,UNRESOLVED
2587,a brown bear fur,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:a brown bear fur|terrain,shared name and category,INFERRED,3,Greenshore;PortHope,P2,"map regions: Greenshore,PortHope",./dat/objects.srv,UNRESOLVED
2588,a brown bear fur,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:a brown bear fur|terrain,shared name and category,INFERRED,3,Greenshore;PortHope,P2,"map regions: Greenshore,PortHope",./dat/objects.srv,UNRESOLVED
2589,a brown bear fur,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:a brown bear fur|terrain,shared name and category,INFERRED,3,Greenshore;PortHope,P2,"map regions: Greenshore,PortHope",./dat/objects.srv,UNRESOLVED
2590,a brown bear fur,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:a brown bear fur|terrain,shared name and category,INFERRED,3,Greenshore;PortHope,P2,"map regions: Greenshore,PortHope",./dat/objects.srv,UNRESOLVED
2591,a polar bear fur,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:a polar bear fur|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2592,a polar bear fur,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:a polar bear fur|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2593,a polar bear fur,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:a polar bear fur|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2594,a polar bear fur,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:a polar bear fur|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2595,a badger fur,,terrain,border,DEMONSTRATED,flag:Clip,unclassified_named,UNRESOLVED,name matched no art keyword,"Clip,Unmove",,name:a badger fur|terrain,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
2596,a painting,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a painting|item,shared name and category,INFERRED,39,Ab'Dendriel;Amazons;Camp;Carlin;Cormaya;Darashia;Edron;Eremo;FibulaDungeon;Fieldofglory;HellsGate;Northport;Senja;Stonehome;Swamp;Thais;Vega;Venore;VenoreDragons,P2,"map regions: Ab'Dendriel,Amazons,Camp,Carlin,Cormaya,Darashia,Edron,Eremo,FibulaDungeon,Fieldofglory,HellsGate,Northport,Senja,Stonehome,Swamp,Thais,Vega,Venore,VenoreDragons",./dat/objects.srv,UNRESOLVED
2597,a blackboard,,readable,text,DEMONSTRATED,flag:Text,unclassified_named,UNRESOLVED,name matched no art keyword,"Text,Unmove",,name:a blackboard|readable,shared name and category,INFERRED,2,Thais,P2,map regions: Thais,./dat/objects.srv,UNRESOLVED
2598,a blackboard,,readable,text,DEMONSTRATED,flag:Text,unclassified_named,UNRESOLVED,name matched no art keyword,"Text,Unmove,Write",,name:a blackboard|readable,shared name and category,INFERRED,35,Ab'Dendriel;Carlin;Darashia;Edron;FibulaDungeon;Greenshore;HellsGate;Kazordoon;Minocity;Northport;Senja;Swamp;Thais;Trollcaves;VenoreDragons,P2,"map regions: Ab'Dendriel,Carlin,Darashia,Edron,FibulaDungeon,Greenshore,HellsGate,Kazordoon,Minocity,Northport,Senja,Swamp,Thais,Trollcaves,VenoreDragons",./dat/objects.srv,UNRESOLVED
2599,a tapestry,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a tapestry|item,shared name and category,INFERRED,39,Ab'Dendriel;Carlin;Cormaya;Darashia;Edron;Elvenbane;Fieldofglory;Ghostlands;Greenshore;Home;Kazordoon;KingsIsle;Minocity;Rookgaard;Senja;Thais;Venore,P0,sector within 1 rings of newbiestart,./dat/objects.srv,UNRESOLVED
2600,a tapestry,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a tapestry|item,shared name and category,INFERRED,22,Ab'Dendriel;Carlin;Darashia;Edron;Elvenbane;Fieldofglory;Ghostlands;Kazordoon;KingsIsle;Thais;Venore,P2,"map regions: Ab'Dendriel,Carlin,Darashia,Edron,Elvenbane,Fieldofglory,Ghostlands,Kazordoon,KingsIsle,Thais,Venore",./dat/objects.srv,UNRESOLVED
2601,a painting,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a painting|item,shared name and category,INFERRED,38,Amazons;Carlin;Cormaya;Darashia;Edron;FibulaDungeon;Fieldofglory;Ghostlands;Greenshore;HellsGate;Home;KingsIsle;Northport;Senja;Stonehome;Thais;Vega;Venore;VenoreDragons,P2,"map regions: Amazons,Carlin,Cormaya,Darashia,Edron,FibulaDungeon,Fieldofglory,Ghostlands,Greenshore,HellsGate,Home,KingsIsle,Northport,Senja,Stonehome,Thais,Vega,Venore,VenoreDragons",./dat/objects.srv,UNRESOLVED
2602,a blackboard,,readable,text,DEMONSTRATED,flag:Text,unclassified_named,UNRESOLVED,name matched no art keyword,"Text,Unmove",,name:a blackboard|readable,shared name and category,INFERRED,3,Kazordoon;Orc;Senja,P2,"map regions: Kazordoon,Orc,Senja",./dat/objects.srv,UNRESOLVED
2603,a wall mirror,You look fine today,item,unspecified,INFERRED,no categorising flag,wall,INFERRED,name:wall,Unmove,,name:a wall mirror|item,shared name and category,INFERRED,16,Edron;FibulaDungeon;Ghostlands;Greenshore;HellsGate;Hills;KingsIsle;Stonehome;Swamp;Venore,P2,"map regions: Edron,FibulaDungeon,Ghostlands,Greenshore,HellsGate,Hills,KingsIsle,Stonehome,Swamp,Venore",./dat/objects.srv,UNRESOLVED
2604,a wall mirror,You look fine today,item,unspecified,INFERRED,no categorising flag,wall,INFERRED,name:wall,Unmove,,name:a wall mirror|item,shared name and category,INFERRED,17,Amazons;Cormaya;Darashia;Edron;FibulaDungeon;HellsGate;Hills;Home;KingsIsle;Thais;Vega;Venore,P2,"map regions: Amazons,Cormaya,Darashia,Edron,FibulaDungeon,HellsGate,Hills,Home,KingsIsle,Thais,Vega,Venore",./dat/objects.srv,UNRESOLVED
2605,a blackboard,,readable,text,DEMONSTRATED,flag:Text,unclassified_named,UNRESOLVED,name matched no art keyword,"Text,Unmove,Write",,name:a blackboard|readable,shared name and category,INFERRED,35,Camp;Carlin;Cormaya;Darashia;Edron;Elvenbane;Fibula;FibulaDungeon;Fieldofglory;Greenshore;HellsGate;Hills;Kazordoon;Minocity;Northport;Sternum;Stonehome;Thais;Trollcaves,P2,"map regions: Camp,Carlin,Cormaya,Darashia,Edron,Elvenbane,Fibula,FibulaDungeon,Fieldofglory,Greenshore,HellsGate,Hills,Kazordoon,Minocity,Northport,Sternum,Stonehome,Thais,Trollcaves",./dat/objects.srv,UNRESOLVED
2606,an emblem,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:an emblem|item,shared name and category,INFERRED,13,Ankrahmun,P2,map regions: Ankrahmun,./dat/objects.srv,UNRESOLVED
2607,an emblem,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:an emblem|item,shared name and category,INFERRED,12,KingsIsle;Thais,P2,"map regions: KingsIsle,Thais",./dat/objects.srv,UNRESOLVED
2608,an emblem,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:an emblem|item,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2609,an emblem,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:an emblem|item,shared name and category,INFERRED,1,Ghostlands,P2,map regions: Ghostlands,./dat/objects.srv,UNRESOLVED
2610,an emblem,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:an emblem|item,shared name and category,INFERRED,4,Northport;PortHope,P2,"map regions: Northport,PortHope",./dat/objects.srv,UNRESOLVED
2611,an emblem,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:an emblem|item,shared name and category,INFERRED,2,Home,P2,map regions: Home,./dat/objects.srv,UNRESOLVED
2612,a painting,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a painting|item,shared name and category,INFERRED,2,KingsIsle;Marid,P2,"map regions: KingsIsle,Marid",./dat/objects.srv,UNRESOLVED
2613,a painting,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a painting|item,shared name and category,INFERRED,2,KingsIsle;Marid,P2,"map regions: KingsIsle,Marid",./dat/objects.srv,UNRESOLVED
2614,a painting,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a painting|item,shared name and category,INFERRED,2,Thais;Vega,P2,"map regions: Thais,Vega",./dat/objects.srv,UNRESOLVED
2615,a painting,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a painting|item,shared name and category,INFERRED,2,Thais;Vega,P2,"map regions: Thais,Vega",./dat/objects.srv,UNRESOLVED
2616,a scarab ornament,,usable,interactable,DEMONSTRATED,flag:use,unclassified_named,UNRESOLVED,name matched no art keyword,"Unmove,UseEvent",,name:a scarab ornament|usable,shared name and category,INFERRED,84,Ankrahmun;Chor;Marid;Oasis,P2,"map regions: Ankrahmun,Chor,Marid,Oasis",./dat/objects.srv,UNRESOLVED
2617,a scarab ornament,,usable,interactable,DEMONSTRATED,flag:use,unclassified_named,UNRESOLVED,name matched no art keyword,"Unmove,UseEvent",,name:a scarab ornament|usable,shared name and category,INFERRED,43,Ankrahmun;Chor;Marid;Oasis,P2,"map regions: Ankrahmun,Chor,Marid,Oasis",./dat/objects.srv,UNRESOLVED
2618,a painting,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a painting|item,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2619,a painting,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a painting|item,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2620,a painting,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a painting|item,shared name and category,INFERRED,1,Carlin,P2,map regions: Carlin,./dat/objects.srv,UNRESOLVED
2621,a painting,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a painting|item,shared name and category,INFERRED,1,Carlin,P2,map regions: Carlin,./dat/objects.srv,UNRESOLVED
2622,a painting,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a painting|item,shared name and category,INFERRED,1,Marid,P2,map regions: Marid,./dat/objects.srv,UNRESOLVED
2623,a painting,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a painting|item,shared name and category,INFERRED,1,Marid,P2,map regions: Marid,./dat/objects.srv,UNRESOLVED
2624,a painting,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a painting|item,shared name and category,INFERRED,2,Marid;Venore,P2,"map regions: Marid,Venore",./dat/objects.srv,UNRESOLVED
2625,a painting,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a painting|item,shared name and category,INFERRED,2,Marid;Venore,P2,"map regions: Marid,Venore",./dat/objects.srv,UNRESOLVED
2626,a painting,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a painting|item,shared name and category,INFERRED,1,Marid,P2,map regions: Marid,./dat/objects.srv,UNRESOLVED
2627,a painting,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a painting|item,shared name and category,INFERRED,1,Marid,P2,map regions: Marid,./dat/objects.srv,UNRESOLVED
2628,a painting,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a painting|item,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2629,a painting,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a painting|item,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2630,a wall mirror,You look fine today,item,unspecified,INFERRED,no categorising flag,wall,INFERRED,name:wall,Unmove,,name:a wall mirror|item,shared name and category,INFERRED,1,Edron,P2,map regions: Edron,./dat/objects.srv,UNRESOLVED
2631,a wall mirror,You look fine today,item,unspecified,INFERRED,no categorising flag,wall,INFERRED,name:wall,Unmove,,name:a wall mirror|item,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2632,a wall mirror,You look fine today,decoration,hangable,DEMONSTRATED,flag:hang,wall,INFERRED,name:wall,"Hang,Take",,name:a wall mirror|decoration,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
2633,a wall mirror,You look fine today,item,unspecified,INFERRED,no categorising flag,wall,INFERRED,name:wall,Unmove,,name:a wall mirror|item,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
